episode_number,episode_name,description,air_date
1055,Ep 1055 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1055: Ep 1055 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-12-20
1056,Ep 1056 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1056: Ep 1056 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-01-21
1057,Ep 1057 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1057: Ep 1057 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-02-22
1058,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1058 - 10th  April  , 2018","Official Sony LIV synopsis for Episode 1058: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1058 - 10th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-03-23
1059,Ep 1059 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1059: Ep 1059 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-04-24
1060,Ep 1060 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1060: Ep 1060 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-05-25
1061,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1061 - 12th  April  , 2018","Official Sony LIV synopsis for Episode 1061: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1061 - 12th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-06-26
1062,Ep 1062 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1062: Ep 1062 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-07-27
1063,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Throwback - Episode 1063 - Full Episode,"Official Sony LIV synopsis for Episode 1063: Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Throwback - Episode 1063 - Full Episode. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-08-28
1064,Ep 1064 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1064: Ep 1064 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-09-01
1065,Ep 1065 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1065: Ep 1065 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-10-02
1066,Ep 1066 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1066: Ep 1066 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-11-03
1067,Ep 1067 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1067: Ep 1067 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-12-04
1068,Ep 1068 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1068: Ep 1068 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-01-05
1069,"Taarak Mehta Ka Ooltah Chashmah - Full Episode  1069 - 16th  April  , 2018","Official Sony LIV synopsis for Episode 1069: Taarak Mehta Ka Ooltah Chashmah - Full Episode  1069 - 16th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-02-06
1070,"Taarak Mehta Ka Ooltah Chashmah - Full Episode  1070 - 16th  April  , 2018","Official Sony LIV synopsis for Episode 1070: Taarak Mehta Ka Ooltah Chashmah - Full Episode  1070 - 16th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-03-07
1071,"Taarak Mehta Ka Ooltah Chashmah - Full Episode  1071 - 17th  April  , 2018","Official Sony LIV synopsis for Episode 1071: Taarak Mehta Ka Ooltah Chashmah - Full Episode  1071 - 17th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-04-08
1072,Ep 1072 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1072: Ep 1072 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-05-09
1073,Ep 1073 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1073: Ep 1073 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-06-10
1074,Ep 1074 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1074: Ep 1074 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-07-11
1075,Ep 1075 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1075: Ep 1075 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-08-12
1076,Ep 1076 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1076: Ep 1076 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-09-13
1077,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1077 - 20th  April  , 2018","Official Sony LIV synopsis for Episode 1077: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1077 - 20th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-10-14
1078,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1078 - 20th  April  , 2018","Official Sony LIV synopsis for Episode 1078: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1078 - 20th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-11-15
1079,Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1079 | Full Episode,"Official Sony LIV synopsis for Episode 1079: Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1079 | Full Episode. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-12-16
1080,Ep 1080 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1080: Ep 1080 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-01-17
1081,"Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1081 | 17th December, 2021","Official Sony LIV synopsis for Episode 1081: Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1081 | 17th December, 2021. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-02-18
1082,Ep 1082 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1082: Ep 1082 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-03-19
1083,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1083 - 23rd  April  , 2018","Official Sony LIV synopsis for Episode 1083: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1083 - 23rd  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-04-20
1084,"Taarak Mehta Ka Ooltah Chashmah - Full Episode  1084 - 23rd  April  , 2018","Official Sony LIV synopsis for Episode 1084: Taarak Mehta Ka Ooltah Chashmah - Full Episode  1084 - 23rd  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-05-21
1085,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1085 - 24th  April  , 2018","Official Sony LIV synopsis for Episode 1085: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1085 - 24th  April  , 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-06-22
1086,Ep 1086 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1086: Ep 1086 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-07-23
1087,Ep 1087 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1087: Ep 1087 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-08-24
1088,"Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1088 | 28th December, 2021","Official Sony LIV synopsis for Episode 1088: Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1088 | 28th December, 2021. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-09-25
1089,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 1089 - 26th April, 2018","Official Sony LIV synopsis for Episode 1089: Taarak Mehta Ka Ooltah Chashmah - Full Episode 1089 - 26th April, 2018. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-10-26
1090,Ep 1090 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1090: Ep 1090 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-11-27
1091,Ep 1091 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा,"Official Sony LIV synopsis for Episode 1091: Ep 1091 - Taarak Mehta Ka Ooltah Chashmah - Full Episode | तारक मेहता का उल्टा चश्मा. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2011-12-28
